geneID	uniprotID	P10	P11	P14	P16	P17	P18	P19A	P19B	P20	P23	P24A	P24B	P25	P26	P27	P28	P31	P5	P6	P7	P8	P9
MMAB	Q96EY8	9.3232	9.34229	9.03395	9.48898	9.36924	9.31073	7.90733	8.93577	9.24105	8.40623	9.09561	9.12319	8.79313	8.9321	8.49201	9.37867	9.5036	9.02065	8.89902	8.71581	9.58459	8.94791
TYR	P14679	4.94744	5.18316	5.05283	4.85352	4.96316	4.98869	4.88801	5.01604	5.19605	5.00205	4.94002	5.07607	4.94512	5.04403	4.98396	4.87902	4.75244	4.92538	5.08638	5.03012	5.16396	4.83674
NOA1	Q8NC60	10.49906	10.8166	11.2705	10.82206	10.98221	11.31842	10.8336	11.14841	10.37338	11.09521	11.35059	10.99774	10.26575	10.19683	10.52384	10.99852	10.80875	10.2462	10.78023	11.24257	10.56591	10.78874
FUS	P35637	10.2843	10.3191	10.29445	10.6057	10.91909	10.7749	10.55618	10.63871	10.39607	9.9724	10.34151	10.3694	10.62915	10.64155	10.1978	10.1259	9.63541	10.06617	10.40423	10.23793	10.20691	9.2729
FUZ	Q9BT04	6.65408	5.85073	5.74186	6.31901	7.77805	7.52508	5.24142	7.04715	7.04045	6.12885	7.28101	7.2484	6.16468	6.82163	7.33113	6.54494	7.4825	6.9064	7.03879	5.98147	6.41102	7.16052
MCUB	Q9NWR8	7.84471	8.5826	7.9002	8.292	8.34756	8.11678	10.08964	9.92916	7.53484	9.0101	8.95514	7.96356	8.17698	7.26456	7.76523	8.59857	8.28029	6.36747	6.32682	9.41942	7.63263	8.5669
TMEM88B	A6NKF7	8.58602	8.87182	8.65121	8.91348	8.56942	8.59552	8.3926	8.6952	8.78059	8.87671	8.8402	8.82292	8.79078	8.68087	8.62634	8.58726	9.02852	8.77872	9.10809	8.9041	8.97656	9.04981
WIF1	Q9Y5W5	4.30055	3.74946	3.9987	4.21799	4.74205	5.26345	3.84847	3.96564	6.8629	4.39672	4.16166	4.68358	4.12814	3.97749	4.08404	4.31495	4.18429	4.08608	4.39407	3.97647	6.1553	4.5225
STAC	Q99469	3.01021	3.06787	3.31737	3.10228	3.17427	3.02419	3.14319	3.3602	3.13304	3.16446	3.03126	3.10831	3.29737	3.30845	3.2416	3.14605	3.45954	3.41192	3.0926	3.18377	3.18529	3.29264
COX6B1	P14854	9.20474	9.14607	8.93559	8.5429	9.05455	8.69982	8.50271	8.76029	8.79105	9.57954	8.90746	9.0555	8.83873	8.81302	8.43386	9.12708	9.5927	8.72524	8.92425	8.79581	8.84709	9.0477
COX6B2	Q6YFQ2	6.94587	7.13227	6.04595	7.52406	6.02805	5.71138	8.30951	8.49258	7.24853	9.90916	6.36114	8.27484	6.98067	6.31568	8.86572	7.71522	9.20807	7.35468	6.56876	7.96688	6.42332	7.56289
STAM	Q92783	11.04582	10.89702	11.35419	10.51795	10.8626	10.82728	10.54197	11.5341	10.41805	10.92103	10.83788	10.6661	10.55612	11.10071	10.8348	11.31958	10.78221	10.18107	11.2305	11.48718	10.90593	11.07781
ARIH2	O95376	6.49589	6.28165	6.86691	6.89945	7.24806	6.45597	6.23769	6.65231	6.676	6.65447	6.59119	6.58732	6.93047	6.21154	6.51644	6.52208	6.82594	6.86553	6.38605	6.5214	6.45444	6.67106
KIAA1324L	A8MWY0	5.13685	5.24723	5.79862	5.44867	8.47128	5.25678	5.93958	6.61142	5.14103	7.00005	5.30291	4.67706	5.35252	4.67979	5.55153	5.39062	5.72845	8.15904	8.67643	6.49676	6.89509	7.72724
CD5	P06127	6.55001	6.68492	6.60904	6.74422	6.74279	6.49389	6.16012	6.55621	7.07669	6.75041	9.00235	7.09396	7.27197	7.21728	7.40679	9.48954	6.69753	6.85297	6.84203	6.84636	6.82905	6.82144
INSL5	Q9Y5Q6	3.88195	3.89635	3.33094	3.77278	3.74513	3.59746	3.51008	3.59122	3.79833	3.72821	3.83156	3.51333	3.62636	3.67565	3.53875	3.66019	4.02095	3.91453	3.79805	3.69737	3.72235	3.99124
INSL4	Q14641	4.64856	4.60567	5.41477	4.60259	4.61833	4.28732	4.64125	4.3393	4.09327	4.67683	4.34634	4.77454	4.80359	4.94141	4.87021	4.65216	4.77948	4.68092	4.77685	4.77497	4.71506	4.94194
INSL6	Q9Y581	4.53793	4.44731	4.69738	4.41835	4.59266	4.52934	4.34893	4.1529	4.423	4.667	4.94386	4.29309	4.69447	4.9217	4.52738	4.43783	4.4848	4.6382	4.69768	4.32923	4.14487	4.23898
CISD2	Q8N5K1	9.3741	9.18038	9.46644	9.53164	9.59983	9.47375	9.83909	9.62929	8.95976	9.36779	9.34894	9.24306	9.03703	9.53634	9.39073	9.4236	9.06779	8.91176	9.34197	9.36676	9.14017	9.35786
MAGEL2	Q9UJ55	5.32777	5.41658	5.24624	5.40682	5.50849	5.11728	5.07079	5.35875	5.47808	5.85528	5.27156	5.50727	5.56916	5.40276	5.39189	5.71177	5.38791	5.41056	5.43335	5.40488	5.37108	5.47224
INSL3	P51460	8.121615	8.378945	8.00634	8.682155	8.363235	7.8622250000000005	9.0435	8.45444	7.9406799999999995	7.9671199999999995	8.191105	8.24972	8.24969	7.797600000000001	8.19027	8.03461	8.299100000000001	7.959910000000001	8.286114999999999	8.899945	8.53684	8.43745
CLDN8	P56748	3.24094	4.24429	3.8106	3.30137	3.47928	3.40563	3.50519	3.57534	3.83249	3.42717	3.67085	3.46407	3.72319	3.55622	3.46646	3.59401	3.6603	3.64525	3.45398	3.78121	3.54172	3.69543
CLDN9	O95484	8.83937	7.03387	7.20801	7.93647	7.53848	7.60711	6.858	6.85898	7.27592	7.30732	6.92592	7.39269	8.14772	7.21198	7.71616	7.65603	8.36964	7.93885	7.14405	6.83845	7.3474	8.10876
GCC2	Q8IWJ2	8.63205	8.7284	9.36512	9.87948	8.99637	9.18941	8.84169	9.2146	9.04478	8.76659	8.42585	10.11876	8.90725	9.10349	9.94732	9.10618	8.21035	8.73443	8.75912	8.37481	8.63636	9.20984
GCC1	Q96CN9	7.15739	7.05062	7.0583	7.64934	7.2104	7.66228	7.39007	7.38573	7.75064	7.51365	7.3857	7.26163	7.61188	7.36422	7.44498	7.09462	7.15137	7.60589	7.17407	7.06543	7.09394	7.55806
CLDN1	O95832	11.06472	10.97756	11.64813	11.24924	11.2494	11.37549	7.56447	11.98987	12.14944	11.49065	11.0104	10.1999	11.74946	8.77413	12.14432	11.31825	11.69253	11.44982	11.30114	8.9313	11.5734	11.4176
CLDN2	P57739	7.46951	7.3717	7.22714	8.14971	8.07041	6.81355	7.00279	7.99741	7.11254	7.66106	7.97437	7.2162	6.77648	7.94095	7.16578	7.95621	7.68111	7.12028	8.14581	7.85834	8.10054	8.23033
CLDN3	O15551	12.37033	12.6662	12.50989	12.89351	12.39165	11.7597	11.43317	12.04556	12.26553	12.63177	12.17113	11.9022	12.26245	11.90593	11.82379	12.39164	12.9514	12.03202	12.54807	12.07774	12.60819	12.7688
CLDN4	O14493	8.47806	8.91709	8.9671	9.43423	8.31383	8.06487	7.02599	7.54976	9.46721	8.99995	7.7921	8.98676	8.55748	9.32057	9.19878	9.25362	8.95282	8.12833	8.6666	7.62172	9.47811	8.62171
CLDN5	O00501	6.53389	6.51421	6.53719	6.76083	6.75799	6.55523	6.21712	6.96258	6.98582	6.91495	7.23632	6.93926	6.67876	6.55691	6.49645	6.85822	6.88461	6.71299	6.96634	6.96383	6.82073	6.94441
CLDN6	P56747	5.58306	5.90494	5.23616	5.57625	5.56643	5.70311	5.18492	5.30708	5.841	5.59951	5.54861	5.4479	5.79013	5.85323	6.31747	5.29035	5.654	5.81962	5.60279	5.54698	5.27916	5.50523
CLDN7	O95471	12.23461	11.99756	12.24996	12.2443	11.94461	12.08124	11.8539	12.21333	11.81695	12.0556	11.8011	12.08636	11.85678	11.67944	11.69145	11.83468	12.29918	11.88143	11.61931	12.17639	12.01376	12.51578
FIGN	Q5HY92	3.6189	3.92767	3.92165	3.74418	3.92073	3.64869	3.52083	3.90783	4.20406	4.03704	4.10735	3.79849	3.8149	3.94397	3.44746	3.813	4.25694	3.95591	3.82443	3.86695	3.90071	3.77988
RTN1	Q16799	6.01217	5.69697	6.05569	5.89973	5.85991	5.69534	5.73803	5.90935	5.75447	5.83096	6.21492	5.85763	6.04294	5.87283	5.77536	5.64526	5.8282	6.04154	5.81696	5.95466	5.85018	6.09666
SMYD4	Q8IYR2	6.4717	6.75392	6.98192	6.66492	7.26325	7.04318	7.63146	7.48884	6.97521	6.8266	6.93242	6.84143	6.93906	6.75637	6.95523	6.98192	6.54377	7.15195	7.05794	7.20678	6.67225	6.90481
SMYD5	Q6GMV2	8.73115	8.61587	8.5891	8.94774	9.01888	9.61736	9.63916	9.15657	9.81163	8.75258	8.84023	8.74349	9.07108	9.14099	8.7737	8.97552	9.28197	8.78968	9.53678	9.07121	9.06609	8.83739
TRDMT1	O14717	5.81871	6.22246	5.64473	5.18643	6.10854	5.99891	5.53316	6.01121	6.08995	6.09613	5.79036	6.37761	5.27366	6.11135	6.06035	6.11321	5.64259	5.6593	6.09707	5.52117	5.83336	5.46726
SMYD1	Q8NB12	4.67033	4.98977	4.77594	5.06673	4.7509	4.72511	4.68734	4.5445	4.91758	5.09178	4.90248	4.8314	4.99079	4.80021	4.94683	4.94012	4.88062	4.82767	4.97994	4.90271	4.86785	5.03757
SMYD2	Q9NRG4	9.80648	9.86164	9.56909	9.45193	9.15493	9.85982	9.74636	9.01607	9.72401	9.44952	9.98694	9.39781	9.22154	9.55924	9.28974	9.47427	9.12937	9.64177	9.57254	9.11487	9.52774	9.40272
SMYD3	Q9H7B4	6.6344	6.7678	5.88983	6.72458	6.13242	6.614	6.81464	6.71149	6.77599	6.18318	7.14926	6.49128	6.53008	6.26926	5.94897	6.26122	6.50205	6.48733	6.54595	6.56305	6.43884	6.05775
RTN3	O95197	9.7006	9.93985	9.72596	9.80022	10.13282	9.78422	9.98521	10.23678	9.99441	9.83595	9.72774	9.68675	10.03208	9.82715	9.93974	9.95494	9.94971	9.86202	9.81454	9.9471	9.92873	9.72352
MRFAP1	Q9Y605	8.83569	9.45597	8.88733	9.01513	9.12098	9.19004	9.60068	9.50416	8.42202	8.92238	9.3007	9.16631	8.97393	9.25136	9.42881	8.66407	8.71446	8.39269	8.80854	9.30487	8.78645	8.79591
IRF3	Q14653	9.92435	9.69093	9.31746	9.11639	9.47917	8.89481	9.78645	9.24974	9.50176	9.48147	9.3619	9.18103	9.74432	8.82769	9.33101	9.13818	8.88277	9.34661	9.46577	9.0813	9.55888	9.35104
PCNX3	Q9H6A9	9.50539	10.17169	9.94647	9.58742	10.41198	9.47111	9.92557	10.09333	9.73712	10.21571	9.85597	10.03482	10.46123	10.09347	10.18962	9.7415	9.65302	10.12498	9.88227	9.83679	9.87616	9.79375
IRF1	P10914	7.543	7.63229	6.54387	7.57147	7.25227	7.01001	8.61772	7.51025	7.09053	8.15698	7.01406	7.00299	8.122	7.26792	8.1973	7.4512	7.52262	7.36909	7.23952	7.35823	6.96772	8.00518
PCNX1	Q96RV3	9.38102	9.53303	9.60732	9.46793	10.28036	9.39694	10.50205	9.4217	9.07269	9.86773	9.91457	9.73962	9.52121	9.37078	10.20597	9.65813	9.72626	9.67245	9.72904	9.98511	9.07897	9.74059
RDM1	Q8NG50	5.95514	6.66997	6.06714	6.32168	6.16122	6.44727	7.37987	7.27452	5.74828	5.5628	6.26984	5.99303	5.41257	5.46944	5.27948	6.06586	6.99155	5.66785	6.19669	5.46772	6.2503	6.3955
IRF6	O14896	10.75984	10.67867	9.69971	10.54322	9.64179	9.95689	9.6998	9.59607	10.15128	9.93876	10.60528	10.07338	10.49464	9.84042	10.31155	9.61865	10.47223	10.88694	9.87928	9.97405	9.74184	10.06465
IRF5	Q13568	6.55954	6.59452	6.0717	6.73449	6.03977	5.94372	6.87397	6.53717	6.97454	6.86954	6.15619	6.1943	5.95959	6.07108	6.29176	6.70086	6.70228	6.40747	6.00646	6.33319	6.58927	7.45469
IRF9	Q00978	7.6683	7.79367	7.62891	8.97744	9.20658	6.93189	9.82292	6.85977	7.02907	9.40476	7.81176	9.92485	9.5602	6.78073	9.20328	8.88783	7.47386	8.90903	8.02629	7.02836	6.67558	8.26767
IRF8	Q02556	8.47911	9.4969	9.35128	9.33476	10.34368	9.76603	6.30726	8.68748	8.6611	7.05459	9.75733	9.71798	6.65575	10.1014	6.53088	8.72143	10.1518	5.95479	9.73368	6.95532	9.42661	9.01419
