geneID	uniprotID	P10	P11	P14	P16	P17	P18	P19A	P19B	P20	P23	P24A	P24B	P25	P26	P27	P28	P31	P5	P6	P7	P8	P9
CCL17	Q92583	5.59366	5.87068	5.87068	5.7806	5.76176	5.88716	5.59246	5.81476	5.96414	5.87068	5.54745	5.69892	5.4958	6.03991	5.84192	6.08774	5.94052	6.50685	5.94052	6.04413	5.85135	5.95466
VPS39	Q96JC1	10.65931	10.26882	10.71125	10.42248	10.45538	10.75278	10.92591	10.56454	10.31026	10.76425	10.43056	10.8155	10.84057	10.7198	11.21906	10.58604	10.50767	11.05247	10.51616	10.60782	10.40744	10.9139
CCL19	Q99731	6.30059	6.28156	6.57184	6.10353	6.44455	6.59379	6.0957	6.2241	6.58349	6.49803	6.41621	6.60457	6.28837	6.33821	6.20042	6.4175	6.30196	6.24411	6.49727	6.4217	6.48661	6.47225
COLCA2	A8K830	6.80526	7.99205	7.55882	6.73415	10.37806	7.43518	6.99451	8.63531	6.39088	6.13319	6.87766	6.84065	6.36187	6.35906	5.99364	6.79792	7.48547	6.40074	7.27334	7.70562	6.99792	8.24056
METTL3	Q86U44	8.4586	8.52464	7.71029	8.27938	8.16953	7.32316	8.38607	8.2167	8.0537	7.57243	7.69767	8.26973	7.53546	7.15758	7.74363	7.93709	8.08721	8.56128	8.55716	8.33386	8.02908	7.37907
METTL4	Q8N3J2	8.83466	9.23758	8.86225	9.07529	9.28872	8.93202	9.11313	8.98454	8.12723	8.65155	8.06138	9.21668	8.44144	7.74749	8.82479	9.05977	8.76258	7.84999	8.33178	8.76979	8.22948	9.90677
METTL5	Q9NRN9	9.00031	8.47158	8.43891	8.20536	8.53716	8.76939	8.76433	8.68039	9.17739	8.50035	8.87986	8.96667	8.65825	8.83653	8.61444	8.67907	8.99057	8.32002	8.71334	8.68554	8.69269	8.71952
METTL6	Q8TCB7	7.73408	7.30465	7.77652	7.32879	7.89434	8.57745	8.21698	7.83811	7.86902	7.52088	7.54463	7.81074	7.67924	7.72266	8.01439	7.80858	7.79022	7.97843	7.62647	7.92055	7.59955	8.0715
GPR85	P60893	3.81931	3.7804	4.0237	4.16577	3.92701	4.11066	4.25294	3.82403	4.05133	4.14799	4.05686	3.7089	3.96356	4.0951	3.95935	3.96253	3.7069	4.02709	3.81234	3.9227	3.9522	4.20897
STAT5B	P51692	7.88515	7.89442	7.94908	7.66455	8.21779	8.20131	8.18494	7.53121	7.86881	8.018	8.2289	7.95136	7.67534	7.88059	7.97827	8.12719	8.26983	7.72881	8.10078	8.2767	8.02469	8.46693
STAT5A	P42229	6.79607	7.31536	7.2984	6.96863	7.1513	7.03054	8.73179	7.52961	7.02345	7.59278	7.45523	6.9816	7.7308	7.46608	7.87129	7.28185	7.47735	6.99053	6.82142	7.79504	7.05161	7.67784
C1orf100	Q5SVJ3	5.16875	5.23537	5.23746	5.33058	5.11613	5.19295	4.80703	5.04615	5.20682	5.17836	5.12433	4.88173	5.09568	5.12142	5.11741	5.12867	5.27606	5.34401	5.26855	5.4695	5.17052	5.26636
KCTD2	Q14681	9.44179	9.55738	9.03199	9.42236	9.32528	9.42452	10.07488	9.59773	9.43351	9.36127	9.39532	9.23921	9.27576	9.16827	9.93767	9.4922	8.82532	9.41374	9.53903	10.05445	8.88281	8.66875
KCTD1	Q719H9	6.83025	8.40775	6.93398	8.22901	7.64211	6.1081	7.97969	8.27353	5.25463	8.12779	7.43968	7.17315	6.7133	5.43457	7.9214	7.52209	7.76062	7.90922	6.77888	8.33487	6.03164	7.93102
KCTD7	Q96MP8	6.84942	7.14066	6.28365	6.9529	6.05181	7.08639	8.14926	7.19054	7.88424	7.37338	6.17732	6.28829	7.04696	6.48717	6.80112	6.41866	6.40427	6.94322	6.41676	6.78546	7.03701	7.0009
C1orf105	O95561	5.65649	5.75852	5.1717	5.93111	5.27932	5.45599	4.60393	5.37054	5.86885	5.66552	5.61433	5.75217	5.918	5.87138	6.08072	5.2357	5.66748	5.54703	5.41186	5.21745	6.17284	6.39515
KCTD5	Q9NXV2	11.07604	10.5511	10.74131	11.52729	11.2181	10.84999	11.33828	10.9114	10.98556	11.21251	11.15533	11.15493	11.69014	11.29996	11.09188	10.87695	11.14946	10.86572	10.9458	11.14966	11.15918	11.03516
KCTD4	Q8WVF5	3.99752	4.44325	4.07583	4.20248	3.87978	4.12783	4.13765	3.95533	3.74918	4.28053	4.1369	4.11639	4.30117	4.11464	3.99933	3.92257	4.3167	3.94459	4.12443	4.39743	4.28122	4.05246
FBXO28	Q9NVF7	10.27097	9.94472	9.1908	10.12513	9.13935	9.61629	10.06806	9.86582	9.83847	9.76982	10.62888	9.68047	10.31041	9.68496	10.06942	9.337	9.44752	10.15273	9.4534	9.91409	9.52243	9.69735
KCTD9	Q7L273	8.12118	8.82773	8.16936	9.3442	7.82993	8.30285	9.04847	9.28655	8.54618	8.52462	8.89166	8.70745	7.66026	8.01739	8.8544	8.51251	8.38925	8.47013	8.19114	9.68027	8.51599	7.39782
KCTD8	Q6ZWB6	3.36958	3.28998	3.5888	3.50292	3.71361	3.44681	3.34423	3.5605	3.59973	3.47456	3.47316	3.60355	3.62158	3.27246	3.47003	3.63811	3.2929	3.07564	3.62032	3.44669	3.54408	3.98111
UST	Q9Y2C2	5.84968	6.47114	5.25606	5.35935	6.11594	5.30366	8.47019	10.90263	5.22558	6.15809	5.77191	6.41138	5.60163	5.32999	5.39841	5.52785	8.06287	6.69366	5.21849	9.03121	5.16893	5.6356
ANO7	Q6IWH7	6.32723	6.40179	6.50405	6.45834	6.50803	6.43452	6.03757	6.62291	6.69855	6.6495	6.82097	6.53046	6.50962	6.50277	6.46052	6.58531	6.60862	6.55939	6.46244	6.79052	6.60002	6.87423
LRCOL1	A6NCL2	5.87145	6.16625	5.89097	6.17587	5.78925	5.68788	5.62175	5.87396	6.00577	5.99359	6.00072	5.83811	5.80375	5.73284	5.95726	6.09985	5.95583	6.06528	6.2098	5.88227	6.14997	6.09852
MED9	Q9NWA0	7.94888	8.181975000000001	8.540885	8.11147	8.401515	8.25155	8.361139999999999	8.56873	8.217604999999999	8.346834999999999	7.935055	8.070219999999999	8.192235	7.977925000000001	8.175455	8.186735	8.063645	7.68961	8.268505	8.10909	7.871625	8.15234
HCFC2	Q9Y5Z7	7.7414	8.45687	6.49403	7.59769	7.17805	7.24032	9.16211	8.05205	6.86053	7.44611	7.88788	7.27926	7.74684	6.27501	8.24356	8.43122	7.12908	7.45591	7.38141	8.36353	8.21291	6.91968
HCFC1	P51610	10.47589	10.5078	10.56643	10.6311	11.11178	10.64664	10.88662	10.77616	10.73599	10.42668	10.73189	10.51816	11.101	10.96789	10.67214	10.4546	10.42332	10.24991	10.89018	10.56062	10.745	10.20585
EXOC6B	Q9Y2D4	9.6711	9.60971	9.3048	9.77167	9.32685	9.66365	10.63082	9.78228	10.04722	10.09978	9.98729	9.83429	9.76945	9.6465	10.43128	9.82623	10.1109	9.24995	9.58881	9.89486	9.22482	9.88185
NRAS	P01111	11.44259	11.55046	11.59027	11.81043	11.3632	11.34175	11.45016	11.34197	11.54438	11.54263	11.13353	11.96714	11.52684	11.29844	11.36374	11.42724	11.62509	10.76219	11.58681	11.47544	11.69864	11.35896
PDZD11	Q5EBL8	10.34866	10.23547	9.80725	10.21864	9.07607	10.08226	9.43479	9.30221	10.03337	9.89646	10.21797	9.41225	9.82103	9.34039	9.53015	10.33745	10.84395	9.27042	10.26806	9.34638	10.05362	10.50394
GAST	P01350	6.60417	6.37171	6.00537	7.16131	6.34416	6.16047	5.95104	6.36624	6.6413	6.4828	6.38999	6.44031	6.78105	6.2921	6.65787	6.61802	6.83726	6.46091	6.67474	6.45792	6.32701	6.95687
PXK	Q7Z7A4	10.15566	8.97191	10.062	8.77158	8.7807	10.18968	9.22977	9.40412	9.33651	9.65333	9.58103	9.55801	9.93359	9.34415	9.16524	9.76691	10.30927	9.50371	8.89317	9.58034	9.69697	10.77005
FOXRED2	Q8IWF2	9.83063	9.17054	10.27075	9.93166	9.76145	9.8927	10.34332	10.01713	10.25929	9.60697	9.94966	9.72818	9.91303	9.60427	10.04435	10.18809	9.68631	9.89904	10.15996	9.73875	9.82355	9.50285
FOXRED1	Q96CU9	7.91573	8.61959	8.01968	8.11678	8.89423	7.73756	8.2065	7.81382	8.17009	7.69236	7.72999	8.17051	8.10483	7.76792	7.72638	8.06319	8.28997	8.27718	8.27009	8.11678	8.29137	7.67591
MLC1	Q15049	5.91251	6.04817	6.19389	6.10158	6.02828	5.85017	5.90188	5.80542	6.26686	6.39985	6.53177	6.17329	6.08912	5.88132	6.00892	6.32497	6.47949	6.00135	6.02692	6.528	6.1187	6.351
PXN	P49023	10.03924	9.55034	9.66842	9.65453	9.51391	9.6184	9.48179	9.48348	9.48322	9.86274	9.65715	9.74829	9.69855	9.46903	10.02818	9.97004	10.04199	10.13437	9.1256	9.19495	9.71975	9.5563
CABLES1	Q8TDN4	6.735194999999999	8.251095	8.11636	8.145265	7.5462050000000005	7.043115	5.38647	7.31983	6.522785000000001	6.8370500000000005	7.5537350000000005	6.48396	7.780234999999999	6.9269750000000005	7.132595	8.075990000000001	6.3534749999999995	6.7489550000000005	7.495925	7.536989999999999	6.930705	7.37191
CABLES2	Q9BTV7	9.09255	8.26103	9.12028	8.79393	9.05968	9.68528	9.08844	8.80483	9.58938	9.46104	9.39164	8.43116	9.52455	8.89978	8.83198	9.17929	9.69733	8.61916	9.07882	9.07087	9.80812	8.83287
NRAC	Q8N912	5.335175	5.71934	5.771265	5.794775	5.67597	5.543345	5.20657	5.69875	5.670235	5.72951	5.818709999999999	5.7696000000000005	5.590385	5.651815	5.568455	5.73432	5.7358	5.6285799999999995	5.634055	5.63673	5.68829	5.8531949999999995
SHBG	P04278	5.75785	5.95105	6.13952	5.9055	5.94459	5.8199	5.54052	6.04998	5.93471	6.00887	5.92718	5.83943	5.75782	5.70444	6.15954	5.89976	6.13723	6.02706	5.69393	6.24349	5.88273	6.07303
ROPN1	Q9HAT0	2.56325	2.45718	2.84403	2.8271	2.39299	2.41329	2.35798	2.14278	3.35393	2.06508	2.28474	1.98777	2.34251	2.28048	2.37468	2.39158	2.5787	3.03463	2.72006	2.54108	2.56508	3.1561
UMOD	P07911	6.2071	6.33608	5.9585	6.36402	6.02499	6.23192	5.6456	6.20559	6.52327	6.61777	6.43297	6.34596	6.30336	6.47963	6.348	6.24122	6.07122	6.24981	6.39029	6.25418	6.40374	6.44959
LIX1L	Q8IVB5	9.67304	10.60894	6.45332	7.78019	8.89608	7.18032	10.29929	9.71514	9.80764	9.73994	9.46874	7.57015	9.47571	9.23866	9.22076	10.38593	10.28434	10.03366	6.54727	9.99404	7.06621	7.99422
FBXO44	Q9H4M3	7.75666	7.05077	6.90531	7.44264	6.60277	7.19842	7.90815	7.48701	7.84367	7.60508	7.31728	7.23719	7.82614	6.93823	7.7876	6.9636	6.98024	8.35414	7.26376	7.28802	7.36786	7.59848
FOXD4L5	Q5VV16	5.47432	5.4772	5.46779	5.59832	5.32244	5.3748	5.75436	5.48078	5.70997	5.69057	5.4776	5.33152	5.51033	5.64393	5.68336	5.59737	5.4687	6.36252	5.41954	5.63539	5.63309	5.77711
FOXD4L6	Q3SYB3	7.267989999999999	6.908935	6.946675	7.27492	6.74866	6.65545	7.16568	7.113795	6.876799999999999	7.475595	7.22068	6.88211	6.92727	6.70137	7.32423	7.2848299999999995	7.2321	8.058975	7.105445	7.178265	7.01246	7.3966650000000005
FOXD4L1	Q9NU39	6.22784	6.28049	6.11127	6.48129	6.27054	5.97483	6.23752	6.43579	5.63707	6.85144	6.27801	6.07456	6.20195	5.92182	6.23828	6.64871	5.67307	6.30573	6.11059	6.29098	6.19494	6.55027
PACS1	Q6VY07	7.78567	7.93998	7.7921	7.75595	8.11841	7.93841	8.53476	7.57701	8.31151	7.97291	7.97663	7.45054	7.99323	7.53996	8.48768	7.90082	8.12826	7.98333	8.12008	8.06152	7.63261	8.02151
PACS2	Q86VP3	8.37845	8.43634	8.25202	8.28498	9.09469	8.26056	8.48178	8.53662	8.10055	8.34614	8.56024	8.65001	8.3492	7.78147	8.70043	8.43273	8.60163	8.7525	8.44936	8.50788	8.00601	8.35343
SBNO2	Q9Y2G9	8.08648	8.85233	8.0242	8.0606	8.06355	8.1454	9.20669	8.32823	8.19675	8.70654	8.92652	8.4967	8.48688	8.50163	8.75972	8.08762	8.09114	8.61844	8.17518	8.94893	8.44231	8.6548
SBNO1	A3KN83	10.78713	10.92316	10.30012	10.62361	11.09909	10.6181	10.32041	10.95866	10.6456	10.33281	10.84998	10.8629	10.53058	11.27865	10.7368	10.35615	10.54736	10.34421	10.45748	11.24144	11.11051	9.81393
USPL1	Q5W0Q7	9.02662	9.15142	8.44308	8.49052	9.12291	9.31494	9.01022	8.73076	9.65861	8.56934	8.93988	9.60458	9.64577	9.72557	8.44694	8.58552	8.53691	8.04128	10.08637	9.14378	9.79249	8.2364
RNF166	Q96A37	8.80898	8.45992	8.3521	8.67975	8.65713	8.73733	8.8255	8.50982	8.66079	8.21316	8.32626	8.15895	8.77738	8.64977	8.55119	8.49698	8.8485	8.15226	8.69373	8.58547	8.44835	8.5927
RNF165	Q6ZSG1	4.94049	5.30064	5.15133	5.19861	5.13106	5.18339	5.26608	6.1632	5.0553	5.48394	6.08648	5.48073	5.16824	5.78157	5.25176	5.47493	5.40529	5.20876	5.0998	5.46499	5.05347	5.58217
RNF169	Q8NCN4	8.98536	9.66018	9.34997	8.82979	9.49682	9.4305	9.92021	9.45705	9.59326	9.23699	9.61619	9.35099	9.60892	9.55889	9.37621	9.1159	9.47042	8.73655	9.30359	9.32136	9.38017	9.11238
ZBTB40	Q9NUA8	9.00706	9.12913	9.25002	9.19195	9.24701	8.79219	10.00893	9.10424	9.05657	9.38834	8.62028	9.09307	9.32582	9.29409	9.55497	9.34371	8.91124	9.86192	9.6982	9.48849	9.49492	9.29146
UPF3B	Q9BZI7	7.97656	7.57725	8.25136	8.13235	8.05461	8.17367	7.97492	7.56578	8.2912	7.5747	7.3032	7.68679	8.07609	7.91831	7.31785	7.79721	8.1233	7.29695	8.41996	7.88323	7.77156	8.98287
C8orf74	Q6P047	6.04324	5.96435	5.92079	6.0056	6.10655	5.83716	5.641	5.80669	6.05439	6.39636	6.07216	6.05911	5.80954	5.94635	5.77251	6.43331	5.99657	5.84546	5.982	6.01927	6.1094	6.55217
ZBTB43	O43298	7.28934	7.26925	6.72655	7.13397	7.29965	6.74385	7.58694	7.2932	6.9913	7.00674	7.31469	7.0524	7.19064	7.04859	7.31146	7.08223	6.78032	7.40663	6.96672	7.36309	7.0266	6.93715
ZBTB44	Q8NCP5	8.76931	9.79262	9.57667	8.87039	10.05928	9.50084	9.97195	9.66515	9.81792	9.54549	9.50603	9.37232	9.51066	10.08619	9.66535	9.55301	9.24249	8.92014	9.16259	9.62615	9.86225	9.08692
ZBTB45	Q96K62	8.36113	8.17667	7.8489	7.65731	8.26983	7.74566	8.23492	7.81059	7.57556	8.36383	8.34044	8.25826	8.11188	7.54305	7.79313	8.47435	8.1168	8.00977	8.08185	7.76875	7.58994	7.88527
ZBTB46	Q86UZ6	6.687035	6.566665	7.43083	6.63533	6.639419999999999	6.68595	6.74851	6.9776299999999996	7.20761	6.96584	6.78402	6.766299999999999	7.33139	7.203115	7.14687	7.2061399999999995	6.715795	7.076995	6.37622	7.25208	6.7017299999999995	6.94599
ZBTB47	Q9UFB7	6.65834	6.73738	6.48194	6.59597	6.7003	6.43144	6.41645	7.12441	6.61979	7.06043	6.98186	6.48139	6.84382	6.29219	7.08476	6.85402	6.67285	7.46289	6.4985	7.54698	6.85862	6.87111
ZBTB48	P10074	7.54748	7.46673	7.44298	8.03385	7.81961	7.55358	7.73291	7.75347	7.98775	7.77466	7.76932	7.7111	7.74321	7.24817	7.73455	7.74899	7.62473	7.70506	7.70253	7.72775	7.61676	7.72975
ADAM21	Q9UKJ8	4.07795	4.99645	5.4968	4.06971	4.30829	4.39183	4.47029	5.58861	4.30418	4.62335	5.32307	4.73657	4.55888	4.37279	4.44638	5.21077	4.72296	5.0281	4.16333	4.91386	4.28945	5.37543
IFITM10	A6NMD0	7.29971	7.29744	7.75619	7.37547	7.31249	7.31214	6.83792	7.89154	7.4958	8.21675	7.46459	7.30301	7.35995	6.67994	7.15104	7.6019	7.88931	7.18401	7.49552	7.56538	7.30142	7.93277
PUDP	Q08623	8.9673	9.36597	8.94934	9.04668	7.75591	9.06034	8.26242	8.88897	9.49274	8.69604	8.58922	9.22169	8.40699	9.57998	8.42293	8.8312	9.39179	7.54767	9.10283	7.90893	8.94715	8.15724
PGAP1	Q75T13	8.99195	8.7075	9.13551	8.70037	10.3131	10.68767	8.57922	7.70451	8.64538	8.24106	8.66406	9.1945	8.23156	10.17141	8.35132	8.18872	9.65172	7.75655	8.92343	8.69992	7.93491	8.99902
SYNPO	Q8N3V7	6.95964	7.30569	6.13611	7.33094	5.89346	6.79454	6.16061	6.26767	6.63675	7.10827	6.4684	7.3749	6.81522	5.89786	7.48392	6.20289	6.33826	5.92833	7.35143	7.08471	6.99916	6.77788
DRICH1	Q6PGQ1	5.04221	4.83609	5.15407	5.1402	5.07652	5.24618	5.43361	5.44852	4.94391	5.09563	4.86058	5.16508	4.6413	5.17078	5.25462	5.09081	5.22537	5.22604	5.13384	5.73326	5.04901	5.38847
CTC1	Q2NKJ3	9.16375	9.13657	8.855	8.79829	9.20794	8.8608	9.29729	9.26465	8.8759	9.07856	8.17287	8.60782	8.64309	7.9839	9.22342	9.02306	9.23669	9.16822	8.6068	9.38674	8.28516	8.89685
SPATA48	A4D263	3.34188	3.6641	3.89234	3.72652	3.46558	3.52094	3.451	3.67128	3.73136	3.64556	3.7318	3.64556	3.45218	3.86865	3.74295	3.63822	3.67504	3.64848	3.61947	3.64169	3.64556	3.63457
FDXR	P22570	7.21997	7.56792	7.93275	7.33682	7.10432	7.16598	7.45695	7.7245	7.27677	7.53947	7.14799	7.62223	6.93633	6.85562	7.55243	7.98399	7.39171	7.53703	7.20615	8.23811	7.23978	7.15776
SPATA45	Q537H7	3.70419	3.75697	4.06578	3.79348	4.20135	3.78801	5.06578	3.64779	3.66928	3.66881	4.01786	3.63569	3.90264	4.07482	3.67361	3.96172	3.78801	3.87493	3.8514	3.96903	3.7532	3.72654
SPATA46	Q5T0L3	5.57755	5.86246	5.75955	6.02985	5.7987	5.72049	5.38497	5.9953	5.78231	6.00115	6.04769	5.60637	5.78772	5.70109	5.89949	5.74696	5.85971	6.06645	5.89556	6.18486	5.94984	5.87164
HPSE2	Q8WWQ2	4.12239	4.14272	3.95376	3.99327	4.14222	3.99794	4.08377	4.22912	4.15293	4.28182	4.13619	4.08444	4.06719	4.16501	3.81979	4.43704	4.30508	3.94178	3.94427	4.2246	4.32058	4.36577
TAT	P17735	4.26031	4.34903	4.35049	4.4923	4.25455	4.12053	4.9068	4.41781	3.98766	4.1613	4.08873	4.37389	4.36035	4.37654	4.14495	4.03034	3.96602	4.2322	3.83356	4.27877	3.91064	4.51852
NTNG1	Q9Y2I2	4.5216	4.69362	4.6346	4.55049	4.61066	4.41877	4.21909	4.43726	4.41714	4.52205	4.5084	4.61662	4.4889	4.65887	4.64041	4.74806	4.47176	4.68702	4.639	4.46832	4.40229	4.63415
NTNG2	Q96CW9	6.47067	6.33254	6.20263	6.08426	6.54443	6.15493	6.14575	6.4232	6.21259	6.24823	6.55729	6.25451	6.23747	6.08592	6.09753	6.64954	6.19561	6.48341	6.3074	6.43665	6.34032	6.57289
RPF1	Q9H9Y2	10.14473	10.45734	10.44826	10.33257	10.35378	10.02144	10.52893	10.48004	10.36689	10.54212	10.27736	10.54022	10.18248	10.57652	10.34992	10.45278	10.48604	9.95769	10.58533	10.47693	10.48223	10.49592
RPF2	Q9H7B2	10.70503	10.78679	10.58142	10.50749	11.02086	10.92766	11.02272	10.78435	11.18798	10.65297	10.88685	11.31467	10.88685	11.2953	10.24451	10.54214	10.79156	9.39678	11.15043	10.89409	10.90511	11.2859
PRR23A	A6NEV1	4.06316	4.31339	4.03018	4.56237	4.72496	4.14894	4.32044	4.55517	4.38413	4.4392	4.22797	4.31787	4.13763	4.16381	4.18526	4.29358	4.42134	4.68188	4.0602	4.28245	4.33304	4.06219
ALMS1	Q8TCU4	7.90666	7.59707	7.676	8.35903	8.4424	8.17391	9.40227	8.61823	8.60224	7.41526	8.09644	8.25405	8.0366	8.16862	8.19079	7.71132	7.50265	7.66563	8.18046	8.67679	8.03519	7.76081
PRR23C	Q6ZRP0	4.70575	4.85915	4.85708	4.82916	5.06875	4.97165	5.2038	5.19554	5.2307	5.13042	4.81645	4.8095	4.87621	4.96613	5.17815	4.87792	5.12317	5.12203	5.00009	5.3132	5.00009	4.93149
PRR23B	Q6ZRT6	4.44157	4.70393	4.14169	4.36994	3.75315	4.0602	4.02222	4.19848	4.20355	4.44321	4.51271	4.1765	4.21853	4.32251	4.42377	4.68256	4.36567	4.56129	4.2958	4.2489	4.51609	4.38579
MRPL54	Q6P161	6.20903	7.1484	6.66186	6.56645	6.5158	6.62718	6.35926	6.70216	6.86444	7.23096	6.84637	7.47131	6.8009	6.76985	6.99635	6.76307	6.78422	6.23217	6.52973	7.03125	6.78874	7.02106
MRPL55	Q7Z7F7	8.65658	8.05016	7.85997	8.20785	7.95984	8.10817	8.05449	7.95294	8.21024	7.92467	8.25314	7.85721	8.17924	7.56073	7.74033	7.89183	7.96515	8.64834	8.04054	7.96413	7.84988	8.16794
MRPL57	Q9BQC6	8.67715	8.78974	8.89416	8.59379	9.07357	8.95985	8.48359	8.73864	9.22635	9.11804	8.54059	9.17592	9.10119	8.95541	8.33727	9.0548	9.0284	7.95566	9.53974	8.72735	9.41892	8.96065
MRPL50	Q8N5N7	9.12811	9.18504	9.30758	9.36892	9.83804	9.35249	9.34519	9.61064	9.47222	9.26654	9.48429	9.5882	9.53117	9.51543	9.36469	9.16117	8.8557	9.20456	9.08478	9.22937	9.60777	9.04526
MRPL51	Q4U2R6	9.91759	9.89503	9.66905	9.72531	9.528	9.59109	9.55985	9.54473	9.48361	9.59408	9.35421	9.39557	9.68479	9.65802	9.23311	9.76764	9.43284	9.43308	9.66289	9.43184	10.00935	9.68397
MRPL52	Q86TS9	6.94587	6.87139	6.49817	6.76172	6.99481	6.42116	6.84248	6.81248	6.4183	6.51481	6.3414	7.08038	6.44959	6.17202	6.79109	6.67886	6.81052	6.3334	7.03022	6.60697	6.40282	6.69497
MRPL53	Q96EL3	9.86155	9.65371	9.90227	9.6231	9.79236	10.23494	9.88834	9.94727	9.88162	10.04789	9.91408	9.78007	9.69898	9.76187	9.47696	10.1943	10.20819	9.50588	9.96074	9.98323	9.82633	9.99402
THY1	P04216	5.8158	5.98714	5.73796	5.93097	5.9257	5.62154	5.60616	5.87044	5.99073	6.05875	6.17393	6.01895	6.06271	6.04676	6.23513	6.12006	5.92307	5.84343	6.12964	6.14706	6.11421	6.37377
MRPL58	Q14197	10.67058	10.89136	10.65736	10.49211	10.74817	10.8014	11.36812	10.63611	10.90028	10.91573	10.80667	10.98296	10.39177	10.94678	10.38923	10.88297	11.00559	10.12751	11.45927	10.87595	11.1376	11.24465
UBE2R2	Q712K3	11.42933	11.30075	11.423	11.00357	11.55672	11.1179	11.20509	11.04058	11.23825	11.33359	11.28385	11.10314	11.4859	11.40812	11.33391	11.53119	11.43792	11.64275	11.11743	11.09423	11.3859	11.35067
IL18	Q14116	8.23059	8.29644	6.98407	7.88546	5.20895	6.28272	8.29678	8.68715	7.24959	8.85775	7.96158	8.80545	5.90073	5.62121	9.37253	8.98285	8.16626	6.90411	7.5296	8.15552	5.75811	8.74749
ZNF688	P0C7X2	6.72005	7.04455	6.89698	7.32575	7.32305	6.7357	6.87359	6.54347	6.60178	7.16233	6.45716	6.61693	7.2056	6.08551	6.75914	7.21532	7.5525	6.85899	6.75641	6.36648	6.21674	7.39345
WLS	Q5T9L3	9.83499	10.48228	9.54104	9.89056	9.39178	9.22869	9.33632	9.32974	9.11735	9.73857	9.60643	9.07869	9.57067	8.7684	10.14302	9.53229	9.65801	9.71289	10.03697	9.20232	9.22419	9.57553
NATD1	Q8N6N6	7.41278	8.13059	7.4546	7.16765	7.21594	7.5363	7.37294	7.42755	7.24252	7.54754	7.81721	7.26994	7.58016	7.38458	8.09177	7.51742	7.42701	7.41398	7.07835	7.53509	7.12081	7.55811
HSP90B2P	Q58FF3	11.2359	11.30841	11.62434	11.85951	12.02171	11.78798	11.4418	11.60013	11.82997	11.41765	11.8811	11.76121	11.47247	11.545	10.9189	11.45389	11.98538	10.94505	11.7045	11.90428	11.67446	11.74918
ALOXE3	Q9BYJ1	6.7737	6.22359	6.2937	6.75221	6.36838	6.18347	7.43944	6.93971	6.52266	7.41298	6.5946	6.42281	6.71585	6.26709	7.05582	6.98125	6.54627	7.29174	6.28516	6.57445	6.49413	7.43685
ZNF683	Q8IZ20	6.00668	6.03911	6.01128	6.06674	6.01564	5.89097	5.61095	5.99298	6.36494	6.33538	5.93085	6.0484	5.85434	6.05909	6.13982	6.22198	6.23072	6.24738	5.96952	6.00664	6.0987	6.26437
ZNF680	Q8NEM1	6.26719	6.1201	5.40242	6.38833	6.56579	6.26595	7.3888	6.65882	7.14008	6.61016	6.05277	5.90586	5.95599	6.03666	6.0169	6.24193	6.70111	6.90499	6.45359	5.57929	6.11044	5.79551
ZNF681	Q96N22	9.58184	8.3971	7.62809	6.82076	8.97587	4.43736	8.86198	7.51586	8.73782	7.88023	8.07242	7.53832	8.52268	8.62224	5.60549	7.22457	8.5043	6.49519	3.678	4.02081	8.54905	3.45234
ZNF687	Q8N1G0	9.58044	9.52086	9.49409	9.70616	10.25087	9.60105	9.57028	9.13211	9.79993	9.26004	9.74766	9.09943	9.93977	9.40543	9.46043	9.30443	9.60565	10.28352	9.04962	9.17564	9.14209	9.24604
ZNF684	Q5T5D7	6.37976	6.41226	5.95443	6.25857	5.8308	5.94579	6.49875	6.18792	6.05423	6.25169	6.14279	5.99232	5.70753	5.63057	6.10467	6.15536	5.83848	6.42846	6.19547	6.07156	5.93442	6.08062
IQCC	Q4KMZ1	7.43984	7.68085	7.08329	7.26622	7.40786	7.05877	7.67069	7.68298	7.2698	7.06157	6.99899	7.30472	7.20278	6.61342	7.13303	7.52554	7.1177	7.20752	7.51305	7.4512	7.41086	7.25358
TNS3	Q68CZ2	8.61679	8.74927	8.77449	9.2005	9.24301	9.40705	9.42701	8.00644	9.07354	9.36168	8.29842	8.87417	9.34077	8.65562	8.7905	8.79642	7.97099	7.98764	9.23235	7.7201	9.72366	8.7161
TMEM140	Q9NV12	6.26264	6.56976	6.00629	6.42334	6.66907	6.45606	7.42642	6.44772	6.63464	6.72809	6.13963	6.56722	9.52533	6.14245	7.42513	6.61785	6.49847	6.6579	6.58716	6.36899	6.40858	7.60551
IQCG	Q9H095	5.56493	5.20122	5.99031	6.21932	5.85993	5.18296	6.296	7.13451	5.90808	5.90473	5.66731	5.78667	5.71497	4.85345	6.4061	6.05587	6.13998	6.31166	5.17209	6.3287	5.4549	5.9125
IQCE	Q6IPM2	7.85088	7.77582	6.90854	7.5778	7.56821	7.42949	7.20283	7.77631	7.69002	7.674	7.23983	7.27564	7.78175	7.32164	7.50267	7.32124	7.04236	7.79002	7.3309	7.61775	8.10196	7.59116
IQCD	Q96DY2	6.02732	5.66547	5.62887	5.73831	5.76936	5.09559	5.76891	6.19216	5.70408	6.11309	5.66376	5.52458	5.40155	5.28403	6.10627	5.65002	5.75351	6.04716	5.64358	5.57904	5.3657	6.10014
